date,period,year,month,month_name,arabica_usd_kg,robusta_usd_kg,usdvnd_rate,arabica_vnd_kg,robusta_vnd_kg
2020-01-01,2020-01,2020,1,Jan 2020,3.1347,1.5554,23208.37,72751.0,36098.0
2020-02-01,2020-02,2020,2,Feb 2020,2.9873,1.5007,23208.37,69330.0,34829.0
2020-03-01,2020-03,2020,3,Mar 2020,3.2701,1.4872,23208.37,75894.0,34515.0
2020-04-01,2020-04,2020,4,Apr 2020,3.4066,1.4101,23208.37,79062.0,32726.0
2020-05-01,2020-05,2020,5,May 2020,3.3034,1.4226,23208.37,76667.0,33016.0
2020-06-01,2020-06,2020,6,Jun 2020,3.12,1.4246,23208.37,72410.0,33063.0
2020-07-01,2020-07,2020,7,Jul 2020,3.2359,1.4923,23208.37,75100.0,34634.0
2020-08-01,2020-08,2020,8,Aug 2020,3.599,1.6023,23208.37,83527.0,37187.0
2020-09-01,2020-09,2020,9,Sep 2020,3.672,1.6043,23208.37,85221.0,37233.0
2020-10-01,2020-10,2020,10,Oct 2020,3.3523,1.5071,23208.37,77801.0,34977.0
2020-11-01,2020-11,2020,11,Nov 2020,3.323,1.5957,23208.37,77121.0,37034.0
2020-12-01,2020-12,2020,12,Dec 2020,3.4791,1.5882,23208.37,80744.0,36860.0
2021-01-01,2021-01,2021,1,Jan 2021,3.5424,1.5593,23159.78,82041.0,36113.0
2021-02-01,2021-02,2021,2,Feb 2021,3.6691,1.6175,23159.78,84976.0,37461.0
2021-03-01,2021-03,2021,3,Mar 2021,3.6828,1.6283,23159.78,85293.0,37711.0
2021-04-01,2021-04,2021,4,Apr 2021,3.7181,1.6416,23159.78,86110.0,38019.0
2021-05-01,2021-05,2021,5,May 2021,4.1107,1.7566,23159.78,95203.0,40682.0
2021-06-01,2021-06,2021,6,Jun 2021,4.243,1.8702,23159.78,98267.0,43313.0
2021-07-01,2021-07,2021,7,Jul 2021,4.5038,2.0805,23159.78,104307.0,48184.0
2021-08-01,2021-08,2021,8,Aug 2021,4.7673,2.0984,23159.78,110410.0,48598.0
2021-09-01,2021-09,2021,9,Sep 2021,4.9723,2.306,23159.78,115157.0,53406.0
2021-10-01,2021-10,2021,10,Oct 2021,5.3145,2.3201,23159.78,123083.0,53733.0
2021-11-01,2021-11,2021,11,Nov 2021,5.7091,2.4119,23159.78,132221.0,55859.0
2021-12-01,2021-12,2021,12,Dec 2021,5.9101,2.4837,23159.78,136877.0,57522.0
2022-01-01,2022-01,2022,1,Jan 2022,5.9763,2.4251,23271.21,139076.0,56435.0
2022-02-01,2022-02,2022,2,Feb 2022,6.1692,2.4125,23271.21,143565.0,56142.0
2022-03-01,2022-03,2022,3,Mar 2022,5.6985,2.2888,23271.21,132611.0,53263.0
2022-04-01,2022-04,2022,4,Apr 2022,5.8541,2.291,23271.21,136232.0,53314.0
2022-05-01,2022-05,2022,5,May 2022,5.7413,2.273,23271.21,133607.0,52895.0
2022-06-01,2022-06,2022,6,Jun 2022,6.0338,2.2886,23271.21,140414.0,53258.0
2022-07-01,2022-07,2022,7,Jul 2022,5.6392,2.2121,23271.21,131231.0,51478.0
2022-08-01,2022-08,2022,8,Aug 2022,5.9179,2.4174,23271.21,137717.0,56256.0
2022-09-01,2022-09,2022,9,Sep 2022,5.8971,2.4551,23271.21,137233.0,57133.0
2022-10-01,2022-10,2022,10,Oct 2022,5.2929,2.271,23271.21,123172.0,52849.0
2022-11-01,2022-11,2022,11,Nov 2022,4.7155,2.0413,23271.21,109735.0,47504.0
2022-12-01,2022-12,2022,12,Dec 2022,4.6295,2.0454,23271.21,107734.0,47599.0
2023-01-01,2023-01,2023,1,Jan 2023,4.5583,2.116,23787.32,108430.0,50334.0
2023-02-01,2023-02,2023,2,Feb 2023,5.0647,2.2913,23787.32,120476.0,54504.0
2023-03-01,2023-03,2023,3,Mar 2023,4.9022,2.3477,23787.32,116610.0,55845.0
2023-04-01,2023-04,2023,4,Apr 2023,5.0609,2.5507,23787.32,120385.0,60674.0
2023-05-01,2023-05,2023,5,May 2023,4.8528,2.7018,23787.32,115435.0,64269.0
2023-06-01,2023-06,2023,6,Jun 2023,4.5722,2.913,23787.32,108760.0,69292.0
2023-07-01,2023-07,2023,7,Jul 2023,4.2657,2.8127,23787.32,101470.0,66907.0
2023-08-01,2023-08,2023,8,Aug 2023,4.1167,2.7474,23787.32,97925.0,65353.0
2023-09-01,2023-09,2023,9,Sep 2023,4.0459,2.7313,23787.32,96241.0,64970.0
2023-10-01,2023-10,2023,10,Oct 2023,4.0477,2.62,23787.32,96284.0,62323.0
2023-11-01,2023-11,2023,11,Nov 2023,4.3471,2.7035,23787.32,103406.0,64309.0
2023-12-01,2023-12,2023,12,Dec 2023,4.6465,2.9866,23787.32,110528.0,71043.0
2024-01-01,2024-01,2024,1,Jan 2024,4.4732,3.2639,24164.89,108094.0,78872.0
2024-02-01,2024-02,2024,2,Feb 2024,4.6028,3.3781,24164.89,111226.0,81631.0
2024-03-01,2024-03,2024,3,Mar 2024,4.605,3.6564,24164.89,111279.0,88357.0
2024-04-01,2024-04,2024,4,Apr 2024,5.2743,4.2335,24164.89,127453.0,102302.0
2024-05-01,2024-05,2024,5,May 2024,5.0832,4.0422,24164.89,122835.0,97679.0
2024-06-01,2024-06,2024,6,Jun 2024,5.4761,4.5043,24164.89,132329.0,108846.0
2024-07-01,2024-07,2024,7,Jul 2024,5.6681,4.7338,24164.89,136969.0,114392.0
2024-08-01,2024-08,2024,8,Aug 2024,5.7638,4.7329,24164.89,139282.0,114370.0
2024-09-01,2024-09,2024,9,Sep 2024,6.1247,5.3303,24164.89,148003.0,128806.0
2024-10-01,2024-10,2024,10,Oct 2024,6.1017,4.8923,24164.89,147447.0,118222.0
2024-11-01,2024-11,2024,11,Nov 2024,6.7237,4.9849,24164.89,162477.0,120460.0
2024-12-01,2024-12,2024,12,Dec 2024,7.5693,5.219,24164.89,182911.0,126117.0
2025-01-01,2025-01,2025,1,Jan 2025,7.8147,5.4077,24164.89,188841.0,130676.0
2025-02-01,2025-02,2025,2,Feb 2025,9.0493,5.8125,24164.89,218675.0,140458.0
2025-03-01,2025-03,2025,3,Mar 2025,8.9195,5.6899,24164.89,215539.0,137496.0
2025-04-01,2025-04,2025,4,Apr 2025,8.6359,5.4251,24164.89,208686.0,131097.0
2025-05-01,2025-05,2025,5,May 2025,8.7709,5.2415,24164.89,211948.0,126660.0
2025-06-01,2025-06,2025,6,Jun 2025,8.0063,4.3257,24164.89,193471.0,104530.0
2025-07-01,2025-07,2025,7,Jul 2025,7.176,3.6859,24164.89,173407.0,89069.0
2025-08-01,2025-08,2025,8,Aug 2025,8.076,4.3901,24164.89,195156.0,106086.0
2025-09-01,2025-09,2025,9,Sep 2025,8.8315,4.6575,24164.89,213412.0,112548.0
2025-10-01,2025-10,2025,10,Oct 2025,8.902,4.7413,24164.89,215116.0,114573.0
2025-11-01,2025-11,2025,11,Nov 2025,9.0458,4.7379,24164.89,218591.0,114491.0
2025-12-01,2025-12,2025,12,Dec 2025,8.4047,4.2013,24164.89,203099.0,101524.0
